,price,location,"rooms[bed,bath]",SQm,type_p,description,link
99,"$321,932,195CLP($3,570,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['2', '2']",90 SqM ,Apartment,2 Bedroom Apartment for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/2-bedroom-apartment-for-sale-at-vitacura-in-santiago-santiago-u548754
100,"$256,113,723CLP($2,690,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['3', '2']",95 SqM ,Apartment,3 Bedroom Apartment for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vitacura-in-santiago-santiago-u550592
101,"$189,000,000CLP($3,930,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['1', '1']",48 SqM ,Apartment,1 Bedroom Apartment for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/1-bedroom-apartment-for-sale-at-vitacura-in-santiago-santiago-u552204
102,"$190,000,000CLP($2,200,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['3', '2']",86 SqM ,Apartment,3 Bedroom Apartment for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vitacura-in-santiago-santiago-u551308
103,"$546,816,568CLP($3,690,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['6', '2']",148 SqM ,House,6 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u550464
104,"$374,531,896CLP($3,700,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['2', '3']",101 SqM ,Apartment,2 Bedroom Apartment for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/2-bedroom-apartment-for-sale-at-vitacura-in-santiago-santiago-u552782
105,"$514,981,357CLP($2,570,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['3', '2']",200 SqM ,Apartment,3 Bedroom Apartment for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vitacura-in-santiago-santiago-u548318
106,"$358,008,430CLP($3,250,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['3', '2']",110 SqM ,Apartment,3 Bedroom Apartment for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vitacura-in-santiago-santiago-u552968
107,"$346,992,786CLP($3,300,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['3', '2']",105 SqM ,Apartment,3 Bedroom Apartment for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vitacura-in-santiago-santiago-u548660
108,"$550,782,200CLP($3,410,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '3']",161 SqM ,Apartment,4 Bedroom Apartment for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-vitacura-in-santiago-santiago-u551264
109,"$380,452,804CLP($2,710,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['3', '2']",140 SqM ,Apartment,3 Bedroom Apartment for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vitacura-in-santiago-santiago-u548238
110,"$111,000,000CLP($1,820,000CLP/SqM)"," Lebu, Arauco, Biobío, Chile","['3', '2']",60 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-lebu-biobio-u897658
111,"$79,588,027CLP($1,220,000CLP/SqM)"," La Serena, Elqui, Coquimbo, Chile","['3', '1']",65 SqM ,Apartment,3 Bedroom Apartment for sale at La Serena,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-serena-in-la-serena-coquimbo-u542802
112,"$165,000,000CLP($1,270,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['2', '2']",130 SqM ,House,2 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/2-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547916
113,"$214,805,058CLP($2,100,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['5', '2']",102 SqM ,House,5 Bedroom House for sale at Providencia,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-providencia-in-santiago-santiago-u552854
114,"$81,240,374CLP($1,230,000CLP/SqM)"," La Serena, Elqui, Coquimbo, Chile","['2', '1']",66 SqM ,Apartment,2 Bedroom Apartment for sale at La Serena,https://www.fazwaz.cl/en/property-sales/2-bedroom-apartment-for-sale-at-la-serena-in-la-serena-coquimbo-u542968
115,"$45,000,000CLP($1,020,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['1', '1']",44 SqM ,Apartment,1 Bedroom Apartment for sale at Providencia,https://www.fazwaz.cl/en/property-sales/1-bedroom-apartment-for-sale-at-providencia-in-santiago-santiago-u551402
116,"$674,708,195CLP($4,210,000CLP/SqM)"," La Serena, Elqui, Coquimbo, Chile","['4', '3']",160 SqM ,Apartment,4 Bedroom Apartment for sale at La Serena,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-la-serena-in-la-serena-coquimbo-u543138
117,"$220,312,880CLP"," La Serena, Elqui, Coquimbo, Chile","[' ', ' ']",610 SqM ,Land, Land for sale at La Serena,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-la-serena-in-la-serena-coquimbo-u543280
118,"$268,644,018CLP"," La Serena, Elqui, Coquimbo, Chile","[' ', ' ']",600 SqM ,Land, Land for sale at La Serena,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-la-serena-in-la-serena-coquimbo-u547194
119,"$374,531,896CLP"," La Serena, Elqui, Coquimbo, Chile","[' ', ' ']","140,001 SqM ",Land, Land for sale at La Serena,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-la-serena-in-la-serena-coquimbo-u547010
120,"$247,851,990CLP($706,000CLP/SqM)"," Maule, Talca, Maule, Chile","['3', '2']",350 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-maule-maule-u543146
121,"$56,300,000,000CLP($704,000,000CLP/SqM)"," Mejillones, Antofagasta, Antofagasta, Chile","['7', '2']",80 SqM ,House,7 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/7-bedroom-house-for-sale-in-mejillones-antofagasta-u573216
122,"$96,500,000,000CLP($1,210,000,000CLP/SqM)"," La Serena, Elqui, Coquimbo, Chile","['3', '2']",80 SqM ,Apartment,3 Bedroom Apartment for sale at Apartment for sale Serena,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-apartment-for-sale-serena-in-la-serena-coquimbo-u572788
123,"$240,000,000CLP($612,000CLP/SqM)"," Mariquina, Valdivia, Los Rios, Chile","['5', '5']",391 SqM ,House,5 Bedroom House for sale at Valdivia,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-valdivia-in-mariquina-los-rios-u546262
124,"$308,438,032CLP($1,100,000CLP/SqM)"," Mariquina, Valdivia, Los Rios, Chile","['5', '4']",280 SqM ,House,5 Bedroom House for sale at Valdivia,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-valdivia-in-mariquina-los-rios-u544016
125,"$80,900,000,000CLP($1,010,000,000CLP/SqM)"," Iquique, Iquique, Tarapaca, Chile","['2', '2']",80 SqM ,Apartment,2 Bedroom Apartment for sale at Apartment For Sale Tres Mares,https://www.fazwaz.cl/en/property-sales/2-bedroom-apartment-for-sale-at-apartment-for-sale-tres-mares-in-iquique-tarapaca-u573048
126,"$150,000,000,000CLP($1,310,000,000CLP/SqM)"," Iquique, Iquique, Tarapaca, Chile","['3', '2']",115 SqM ,Apartment,3 Bedroom Apartment for sale at New Apartment In Intelligent Building ,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-new-apartment-in-intelligent-building-in-iquique-tarapaca-u573042
127,"$220,312,880CLP($1,870,000CLP/SqM)"," La Serena, Elqui, Coquimbo, Chile","['3', '2']",117.70 SqM ,House,3 Bedroom House for sale at La Serena,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-la-serena-in-la-serena-coquimbo-u543682
128,"$77,109,508CLP"," Vina Del Mar, Valparaiso, Valparaiso, Chile","[' ', ' ']","5,000 SqM ",Land, Land for sale at Concon,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-concon-in-vina-del-mar-valparaiso-u546746
129,"$297,000,000CLP($1,580,000CLP/SqM)"," Mariquina, Valdivia, Los Rios, Chile","['5', '3']",187 SqM ,House,5 Bedroom House for sale at Valdivia,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-valdivia-in-mariquina-los-rios-u543220
130,"$170,000,000CLP($848,000CLP/SqM)"," Mariquina, Valdivia, Los Rios, Chile","['5', '3']",200 SqM ,House,5 Bedroom House for sale at Valdivia,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-valdivia-in-mariquina-los-rios-u543878
131,"$480,000,000CLP($2,000,000CLP/SqM)"," Mariquina, Valdivia, Los Rios, Chile","['5', '3']",240 SqM ,House,5 Bedroom House for sale at Valdivia,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-valdivia-in-mariquina-los-rios-u543024
132,"$360,000,000CLP($1,160,000CLP/SqM)"," Mariquina, Valdivia, Los Rios, Chile","['3', '3']",310 SqM ,House,3 Bedroom House for sale at Valdivia,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-valdivia-in-mariquina-los-rios-u545334
133,"$330,469,320CLP($891,000CLP/SqM)"," Puerto Varas, Llanquihue, Los Lagos, Chile","['4', '4']",370 SqM ,House,4 Bedroom House for sale at Puerto Varas,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-puerto-varas-in-puerto-varas-los-lagos-u543604
134,"$267,129,367CLP($894,000CLP/SqM)"," Puerto Varas, Llanquihue, Los Lagos, Chile","['3', '2']",298 SqM ,House,3 Bedroom House for sale at Puerto Varas,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-puerto-varas-in-puerto-varas-los-lagos-u543896
135,"$110,000,000CLP($998,000CLP/SqM)"," Puerto Varas, Llanquihue, Los Lagos, Chile","['3', '3']",110 SqM ,House,3 Bedroom House for sale at Puerto Varas,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-puerto-varas-in-puerto-varas-los-lagos-u544268
136,"$280,000,000CLP($1,400,000CLP/SqM)"," Puerto Varas, Llanquihue, Los Lagos, Chile","['4', '3']",200 SqM ,House,4 Bedroom House for sale at Puerto Varas,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-puerto-varas-in-puerto-varas-los-lagos-u544420
137,"$154,219,016CLP($1,100,000CLP/SqM)"," Vina Del Mar, Valparaiso, Valparaiso, Chile","['3', '2']",140 SqM ,House,3 Bedroom House for sale at Concon,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-concon-in-vina-del-mar-valparaiso-u547090
138,"$214,805,058CLP($1,120,000CLP/SqM)"," Mariquina, Valdivia, Los Rios, Chile","['3', '4']",190.80 SqM ,House,3 Bedroom House for sale at Valdivia,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-valdivia-in-mariquina-los-rios-u543170
139,"$210,000,000CLP($705,000CLP/SqM)"," Mariquina, Valdivia, Los Rios, Chile","['5', '2']",297 SqM ,House,5 Bedroom House for sale at Valdivia,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-valdivia-in-mariquina-los-rios-u546756
140,"$160,000,000CLP($939,000CLP/SqM)"," Mariquina, Valdivia, Los Rios, Chile","['4', '2']",170 SqM ,House,4 Bedroom House for sale at Valdivia,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-valdivia-in-mariquina-los-rios-u546850
141,"$83,000,000CLP($1,690,000CLP/SqM)"," Vina Del Mar, Valparaiso, Valparaiso, Chile","['1', '1']",49 SqM ,Apartment,1 Bedroom Apartment for sale at Concon,https://www.fazwaz.cl/en/property-sales/1-bedroom-apartment-for-sale-at-concon-in-vina-del-mar-valparaiso-u547066
142,"$371,777,985CLP($1,560,000CLP/SqM)"," Mariquina, Valdivia, Los Rios, Chile","['4', '3']",238 SqM ,House,4 Bedroom House for sale at Valdivia,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-valdivia-in-mariquina-los-rios-u542856
143,"$116,104,887CLP($1,430,000CLP/SqM)"," Mariquina, Valdivia, Los Rios, Chile","['3', '2']",81 SqM ,House,3 Bedroom House for sale at Valdivia,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-valdivia-in-mariquina-los-rios-u545852
144,"$440,625,760CLP($1,570,000CLP/SqM)"," Puerto Varas, Llanquihue, Los Lagos, Chile","['6', '5']",280 SqM ,House,6 Bedroom House for sale at Puerto Varas,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-puerto-varas-in-puerto-varas-los-lagos-u543196
145,"$236,836,346CLP($1,430,000CLP/SqM)"," Vina Del Mar, Valparaiso, Valparaiso, Chile","['5', '3']",165 SqM ,House,5 Bedroom House for sale at Concon,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-concon-in-vina-del-mar-valparaiso-u545856
146,"$169,000,000CLP($2,030,000CLP/SqM)"," Vina Del Mar, Valparaiso, Valparaiso, Chile","['3', '2']",83 SqM ,Apartment,3 Bedroom Apartment for sale at Concon,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-concon-in-vina-del-mar-valparaiso-u546856
147,"$430,000,000CLP($1,640,000CLP/SqM)"," Mariquina, Valdivia, Los Rios, Chile","['4', '3']",262 SqM ,House,4 Bedroom House for sale at Valdivia,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-valdivia-in-mariquina-los-rios-u542766
148,"$1,101,564,400CLP($1,870,000CLP/SqM)"," Mariquina, Valdivia, Los Rios, Chile","['7', '2']",588 SqM ,House,7 Bedroom House for sale at Valdivia,https://www.fazwaz.cl/en/property-sales/7-bedroom-house-for-sale-at-valdivia-in-mariquina-los-rios-u545446
149,"$160,000,000CLP($1,060,000CLP/SqM)"," Puerto Varas, Llanquihue, Los Lagos, Chile","['4', '2']",150 SqM ,House,4 Bedroom House for sale at Puerto Varas,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-puerto-varas-in-puerto-varas-los-lagos-u543820
150,"$305,684,121CLP($2,210,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['3', '3']",138 SqM ,Apartment,3 Bedroom Apartment for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vitacura-in-santiago-santiago-u550468
151,"$348,369,741CLP($2,010,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['5', '2']",173 SqM ,House,5 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u552052
152,"$312,568,898CLP($1,990,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '3']",157 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u550350
153,"$1,321,877,280CLP($2,200,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '3']",600 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u552736
154,"$743,555,970CLP($2,280,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '1']",325.63 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u550986
155,"$315,598,200CLP($2,480,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '2']",127 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u549564
156,"$514,981,357CLP($2,570,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '4']",200 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u547452
157,"$430,987,071CLP($2,620,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '2']",164 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u548880
158,"$537,012,645CLP($2,680,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '2']",200 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u550430
159,"$289,160,655CLP($3,480,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['3', '1']",83 SqM ,House,3 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u542700
160,"$289,160,655CLP($3,480,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['3', '1']",83 SqM ,House,3 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u542744
161,"$420,000,000CLP($2,830,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['5', '2']",148 SqM ,House,5 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u548178
162,"$344,238,875CLP($2,890,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '2']",119 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u549246
163,"$289,160,655CLP($2,880,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '2']",100 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u551082
164,"$283,652,833CLP($3,040,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '3']",93 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u551212
165,"$674,708,195CLP($3,060,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '4']",220 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u552708
166,"$198,281,592CLP($2,600,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['2', '1']",76 SqM ,Apartment,2 Bedroom Apartment for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/2-bedroom-apartment-for-sale-at-vitacura-in-santiago-santiago-u549004
167,"$465,410,959CLP($3,190,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '2']",145.64 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u551294
168,"$302,654,818CLP($2,470,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['2', '2']",122 SqM ,Apartment,2 Bedroom Apartment for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/2-bedroom-apartment-for-sale-at-vitacura-in-santiago-santiago-u549958
169,"$647,169,085CLP($3,310,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '3']",195 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u551502
170,"$368,473,291CLP($2,040,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['2', '2']",180 SqM ,Apartment,2 Bedroom Apartment for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/2-bedroom-apartment-for-sale-at-vitacura-in-santiago-santiago-u551902
171,"$305,684,121CLP($2,030,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['3', '2']",150 SqM ,Apartment,3 Bedroom Apartment for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vitacura-in-santiago-santiago-u548768
172,"$530,127,867CLP($3,530,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '4']",150 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u548752
173,"$358,008,430CLP($3,570,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '1']",100 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u551134
174,"$369,024,074CLP($3,680,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '2']",100 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u549888
175,"$371,227,202CLP($3,700,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['4', '3']",100 SqM ,House,4 Bedroom House for sale at Vitacura,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vitacura-in-santiago-santiago-u551978
