,price,location,"rooms[bed,bath]",SQm,type_p,description,link
1294,"$78,000,000CLP($1,560,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['2', '1']",50 SqM ,House,2 Bedroom House for sale at Penalolen,https://www.fazwaz.cl/en/property-sales/2-bedroom-house-for-sale-at-penalolen-in-san-jode-de-maipo-santiago-u552378
1295,"$633,399,530CLP($1,900,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '3']",333 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u548068
1296,"$116,435,357CLP($1,450,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",80 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u547306
1297,"$340,108,008CLP($1,880,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '4']",180 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u549816
1298,"$448,887,493CLP($3,240,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['4', '3']",138 SqM ,Apartment,4 Bedroom Apartment for sale at Las Condes,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-las-condes-in-san-jode-de-maipo-santiago-u547374
1299,"$410,332,739CLP($1,670,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '4']",245 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u550510
1300,"$268,506,322CLP($1,910,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '3']",140 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u548796
1301,"$145,957,283CLP($1,210,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['3', '3']",120 SqM ,House,3 Bedroom House for sale at Quilpue,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-quilpue-in-quilpue-valparaiso-u547286
1302,"$156,972,927CLP($1,480,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",106 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u547748
1303,"$385,547,540CLP($1,920,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '2']",200 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u549020
1304,"$327,715,409CLP($1,100,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '3']",298 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u548580
1305,"$195,527,681CLP($1,500,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '3']",130 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u546454
1306,"$275,115,708CLP($1,960,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '3']",140 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u552030
1307,"$137,117,228CLP($1,140,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '3']",120 SqM ,House,3 Bedroom House for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-valparaiso-in-valparaiso-valparaiso-u525720
1308,"$440,625,760CLP($824,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['6', '6']",533.20 SqM ,House,6 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-colina-in-colina-santiago-u550148
1309,"$660,938,640CLP($2,060,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['5', '4']",320 SqM ,House,5 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547646
1310,"$231,053,132CLP($887,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['3', '3']",260 SqM ,House,3 Bedroom House for sale at Quilpue,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-quilpue-in-quilpue-valparaiso-u547406
1311,"$165,234,660CLP($749,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['3', '2']",220 SqM ,House,3 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548120
1312,"$253,745,359CLP($2,220,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['4', '3']",114 SqM ,Apartment,4 Bedroom Apartment for sale at Las Condes,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-las-condes-in-san-jode-de-maipo-santiago-u550514
1313,"$340,108,008CLP($2,000,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '3']",170 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u551480
1314,"$355,254,519CLP($1,010,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['5', '5']",350 SqM ,House,5 Bedroom House for sale at Quilpue,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-quilpue-in-quilpue-valparaiso-u547686
1315,"$130,000,000CLP($648,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['4', '2']",200 SqM ,House,4 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548472
1316,"$343,963,483CLP($2,020,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '3']",170 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u552116
1317,"$366,270,163CLP($2,030,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '4']",180 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u552332
1318,"$963,868,850CLP($2,160,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['5', '5']",445 SqM ,House,5 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547268
1319,"$162,480,749CLP($1,590,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '3']",102 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u547332
1320,"$285,029,788CLP($3,020,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['3', '2']",94 SqM ,Apartment,3 Bedroom Apartment for sale at Las Condes,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-las-condes-in-san-jode-de-maipo-santiago-u550246
1321,"$436,494,893CLP($2,980,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['4', '3']",146 SqM ,House,4 Bedroom House for sale at Las Condes,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-las-condes-in-san-jode-de-maipo-santiago-u548102
1322,"$129,990,000CLP($1,320,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",98 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u547412
1323,"$385,547,540CLP($1,750,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '3']",220 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u550000
1324,"$223,066,791CLP($1,750,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '3']",127 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u549112
1325,"$160,000,000CLP($1,330,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '3']",120 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u530080
1326,"$605,585,028CLP($1,760,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '4']",343 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u550206
1327,"$688,477,750CLP($2,170,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['5', '5']",317 SqM ,House,5 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-colina-in-colina-santiago-u549746
1328,"$528,750,912CLP($1,760,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '5']",300 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u550164
1329,"$291,914,566CLP($3,640,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['2', '2']",80 SqM ,Apartment,2 Bedroom Apartment for sale at Las Condes,https://www.fazwaz.cl/en/property-sales/2-bedroom-apartment-for-sale-at-las-condes-in-san-jode-de-maipo-santiago-u550856
1330,"$1,239,259,950CLP($2,470,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['3', '3']",500 SqM ,House,3 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547580
1331,"$239,590,257CLP($2,780,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['3', '2']",86 SqM ,Apartment,3 Bedroom Apartment for sale at Las Condes,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-las-condes-in-san-jode-de-maipo-santiago-u550426
1332,"$327,715,409CLP($1,770,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '4']",185 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u551304
1333,"$83,000,000CLP($1,170,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['3', '2']",70.50 SqM ,House,3 Bedroom House for sale at Quilpue,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-quilpue-in-quilpue-valparaiso-u546272
1334,"$443,379,671CLP($1,770,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '4']",250 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u549168
1335,"$300,176,299CLP($2,410,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['3', '2']",124 SqM ,Apartment,3 Bedroom Apartment for sale at La Reina,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-reina-in-san-jode-de-maipo-santiago-u550058
1336,"$121,254,701CLP($1,010,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",120 SqM ,House,3 Bedroom House for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-valparaiso-in-valparaiso-valparaiso-u530126
1337,"$537,012,645CLP($1,790,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '4']",300 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u549186
1338,"$206,543,325CLP($977,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['4', '2']",211 SqM ,House,4 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547980
1339,"$399,317,095CLP($1,790,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '4']",222 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u550028
1340,"$151,465,105CLP($1,080,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '3']",140 SqM ,House,3 Bedroom House for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-valparaiso-in-valparaiso-valparaiso-u525712
1341,"$150,000,000CLP($1,390,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",108 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u548154
1342,"$382,793,629CLP($2,550,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['3', '2']",150 SqM ,House,3 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548104
1343,"$327,715,409CLP($1,820,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '3']",180 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u549222
1344,"$323,584,542CLP($1,790,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['5', '4']",180 SqM ,House,5 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547506
1345,"$194,839,203CLP($1,400,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '3']",139 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u547228
1346,"$160,000,000CLP($2,000,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['3', '3']",80 SqM ,Apartment,3 Bedroom Apartment for sale at Las Condes,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-las-condes-in-san-jode-de-maipo-santiago-u551972
1347,"$1,239,259,950CLP($1,840,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['5', '4']",672.73 SqM ,House,5 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547230
1348,"$269,883,278CLP($1,420,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '3']",190 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u547474
1349,"$426,853,451CLP($1,850,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '4']",230 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u547140
1350,"$311,191,943CLP($1,190,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '4']",260 SqM ,House,3 Bedroom House for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-valparaiso-in-valparaiso-valparaiso-u530128
1351,"$239,590,257CLP($1,840,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '3']",130 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u546804
1352,"$358,008,430CLP($2,040,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '4']",175 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u550066
1353,"$481,934,425CLP($1,200,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['6', '5']",400 SqM ,House,6 Bedroom House for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u525690
1354,"$184,512,037CLP($1,840,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '3']",100 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u546818
1355,"$151,189,713CLP($1,600,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",94 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u530098
1356,"$166,060,833CLP($828,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['8', '3']",200 SqM ,House,8 Bedroom House for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/8-bedroom-house-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u530088
1357,"$88,125,152CLP($2,510,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['1', '1']",35 SqM ,Apartment,1 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/1-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u503610
1358,"$195,527,681CLP($2,140,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",91 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u503628
1359,"$184,236,645CLP($835,000CLP/SqM)"," Osorno, Osorno, Los Lagos, Chile","['4', '4']",220 SqM ,House,4 Bedroom House for sale at Osorno,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-osorno-in-osorno-los-lagos-u544202
1360,"$206,543,325CLP($1,030,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['4', '4']",200 SqM ,Apartment,4 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u548590
1361,"$399,317,095CLP($590,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['8', '6']",675.01 SqM ,House,8 Bedroom House for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/8-bedroom-house-for-sale-at-valparaiso-in-valparaiso-valparaiso-u545962
1362,"$190,000,000CLP($1,900,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['6', '3']",100 SqM ,House,6 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548464
1363,"$771,095,080CLP($2,350,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '4']",328 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u550158
1364,"$826,173,300CLP($2,350,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '4']",350 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u549026
1365,"$125,000,000CLP($1,620,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",77 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u545330
1366,"$184,512,037CLP($920,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['2', '3']",200 SqM ,House,2 Bedroom House for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/2-bedroom-house-for-sale-at-valparaiso-in-valparaiso-valparaiso-u530122
1367,"$437,871,849CLP($2,090,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '3']",209 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u549172
1368,"$120,000,000CLP($1,870,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",64 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u530076
1369,"$619,629,975CLP($2,120,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '4']",292 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u550676
1370,"$61,100,000,000CLP($1,270,000,000CLP/SqM)"," Iquique, Iquique, Tarapaca, Chile","['1', '2']",48 SqM ,Apartment,1 Bedroom Apartment for sale at Grumete Bolados 168 - Departamento 1610,https://www.fazwaz.cl/en/property-sales/1-bedroom-apartment-for-sale-at-grumete-bolados-168-departamento-1610-in-iquique-tarapaca-u573056
1371,"$465,410,959CLP($2,730,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['5', '4']",170 SqM ,House,5 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547552
1372,"$179,004,215CLP($622,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['4', '3']",287 SqM ,House,4 Bedroom House for sale at Quilpue,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-quilpue-in-quilpue-valparaiso-u547596
1373,"$391,055,362CLP($1,020,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['5', '5']",382 SqM ,House,5 Bedroom House for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u546766
1374,"$265,807,489CLP($2,730,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['5', '1']",97 SqM ,House,5 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548282
1375,"$99,966,969CLP($831,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['4', '3']",120 SqM ,Apartment,4 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u546726
1376,"$371,777,985CLP($1,290,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '5']",288 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u548654
1377,"$234,082,435CLP($1,670,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '3']",140 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u547750
1378,"$176,250,304CLP($3,520,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['3', '1']",50 SqM ,House,3 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547806
1379,"$85,000,000CLP($1,120,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",76 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u548192
1380,"$550,782,200CLP($2,390,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '3']",230 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u551824
1381,"$42,600,000,000CLP($1,020,000,000CLP/SqM)"," Mariquina, Valdivia, Los Rios, Chile","['1', '1']",42 SqM ,Apartment,1 Bedroom Apartment for sale at Vicente Carvallo Goyeneche 740,https://www.fazwaz.cl/en/property-sales/1-bedroom-apartment-for-sale-at-vicente-carvallo-goyeneche-740-in-mariquina-los-rios-u572860
1382,"$351,123,652CLP($742,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['5', '4']",472 SqM ,House,5 Bedroom House for sale at Quilpue,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-quilpue-in-quilpue-valparaiso-u546394
1383,"$399,317,095CLP($3,980,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['3', '2']",100 SqM ,Apartment,3 Bedroom Apartment for sale at Las Condes,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-las-condes-in-san-jode-de-maipo-santiago-u549904
1384,"$275,115,708CLP($915,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['4', '4']",300 SqM ,House,4 Bedroom House for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u546642
1385,"$407,578,828CLP($2,150,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '4']",189 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u550256
1386,"$153,000,000CLP($1,130,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['4', '3']",135 SqM ,Apartment,4 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u548630
1387,"$674,708,195CLP($2,840,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['5', '3']",237 SqM ,House,5 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547212
